ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,LATITUDE,LONGITUDE
T20230024935,2023-09-02,10:30:00,-37.592719,143.891938
T20230022001,2023-09-02,08:10:00,-38.084864,145.295764
T20230020571,2023-09-02,23:30:00,-37.808611,143.760643
T20230020566,2023-09-02,23:00:00,-38.040759,145.281459
T20230022508,2023-09-02,11:30:00,-38.146144,145.125019
T20230020700,2023-09-02,20:30:00,-37.879043,144.695804
T20230023915,2023-09-02,15:00:00,-37.704436,144.959643
T20230021527,2023-09-02,13:14:00,-37.885565,146.096459
T20230020689,2023-09-02,11:30:00,-37.990793,145.144817
T20230020959,2023-09-02,14:30:00,-37.294449,145.567805
T20230020514,2023-09-02,13:34:00,-37.883274,144.992264
T20230020500,2023-09-02,08:42:00,-38.209754,144.326667
T20230020515,2023-09-02,13:55:00,-37.844065,144.846072
T20230021601,2023-09-02,10:00:00,-38.07002,146.073264
T20230020512,2023-09-02,13:10:00,-37.657435,145.020047
T20230020529,2023-09-02,17:15:00,-37.797159,144.967558
T20230024056,2023-09-02,12:50:00,-37.939683,145.133538
T20230021618,2023-09-02,18:00:00,-37.839685,144.997149
T20230021044,2023-09-02,13:22:00,-37.729761,144.890538
T20230020561,2023-09-02,21:11:00,-37.781647,144.791685
T20230020560,2023-09-02,22:05:00,-37.730127,144.575343
T20230020559,2023-09-02,15:43:00,-38.074173,145.271256
T20230020557,2023-09-02,20:30:00,-37.688809,144.957695
T20230020554,2023-09-02,16:44:00,-38.257314,146.487378
T20230020553,2023-09-02,14:55:00,-37.220151,144.416666
T20230020551,2023-09-02,20:00:00,-37.712771,145.152118
T20230020542,2023-09-02,17:59:00,-37.732453,145.446648
T20230022824,2023-09-03,01:00:00,-37.791219,144.88962
T20230023545,2023-09-03,11:00:00,-38.031528,145.307395
T20230020592,2023-09-03,11:05:00,-37.883567,145.083555
T20230020591,2023-09-03,10:56:00,-38.356519,144.902958
T20230020876,2023-09-03,10:20:00,-37.849986,145.307017
T20230021855,2023-09-03,16:10:00,-37.985701,145.164363
T20230020595,2023-09-03,12:33:00,-37.688195,144.524433
T20230020597,2023-09-03,12:05:00,-37.908376,145.590386
T20230020582,2023-09-03,06:09:00,-37.788089,144.92884
T20230020599,2023-09-03,12:22:00,-38.153154,145.13273
T20230020605,2023-09-03,13:10:00,-37.482479,145.753019
T20230020567,2023-09-03,01:22:00,-37.322084,144.499434
T20230020600,2023-09-03,12:40:00,-37.869418,144.831175
T20230021305,2023-09-03,21:00:00,-37.833978,144.964908
T20230020608,2023-09-03,15:13:00,-37.821624,145.026368
T20230020611,2023-09-03,15:13:00,-38.096493,145.293097
T20230020613,2023-09-03,15:33:00,-37.936901,145.064192
T20230020594,2023-09-03,11:30:00,-37.781399,144.754778
T20230020594,2023-09-03,11:30:00,-37.781399,144.754778
T20230020614,2023-09-03,15:40:00,-37.784313,145.232826
T20230022042,2023-09-03,13:00:00,-37.942719,145.052173
T20230020615,2023-09-03,17:10:00,-37.285802,142.939073
T20230020624,2023-09-03,19:15:00,-38.10925,145.161192
T20230020625,2023-09-03,17:00:00,-38.383261,142.192996
T20230020627,2023-09-03,17:10:00,-37.254391,143.188977
T20230021891,2023-09-03,17:00:00,-37.871598,145.148502
T20230020630,2023-09-03,16:46:00,-37.864735,144.775891
T20230020765,2023-09-03,15:44:00,-37.256893,144.46136
T20230020633,2023-09-03,23:30:00,-37.762374,145.173666
T20230020762,2023-09-03,12:40:00,-37.76941,145.230371
T20230025391,2023-09-03,11:10:00,-37.416673,144.979091
T20230020635,2023-09-03,18:40:00,-37.704387,144.632148
T20230020923,2023-09-03,11:30:00,-37.545687,145.483641
T20230020913,2023-09-03,23:32:00,-37.759704,145.172999
T20230028579,2023-09-03,09:15:00,-38.072725,146.233269
T20230021365,2023-09-03,11:10:00,-37.798188,145.063025
T20230022157,2023-09-03,17:30:00,-37.727071,144.777562
T20230022621,2023-09-03,18:30:00,-37.594007,145.033727
T20230020680,2023-09-03,14:18:00,-37.646996,145.050583
T20230021332,2023-09-03,13:30:00,-37.779341,144.960067
T20230021451,2023-09-03,15:00:00,-37.235275,145.025852
T20230020712,2023-09-03,14:30:00,-37.585654,144.918274
T20230020570,2023-09-03,01:52:00,-38.33583,144.316823
T20230020784,2023-09-04,20:43:00,-37.850219,144.980643
T20230020670,2023-09-04,10:00:00,-37.773838,145.313443
T20230020697,2023-09-04,14:34:00,-38.126927,144.339253
T20230020695,2023-09-04,13:00:00,-36.806056,145.347361
T20230025150,2023-09-04,21:00:00,-37.934109,145.191134
T20230020725,2023-09-04,23:39:00,-37.96156,145.188556
T20230020726,2023-09-04,23:25:00,-38.031353,145.297617
T20230021431,2023-09-04,20:15:00,-37.701794,144.92381
T20230020692,2023-09-04,13:30:00,-37.860971,145.292862
T20230021368,2023-09-04,17:00:00,-37.757974,144.792245
T20230021347,2023-09-04,14:49:00,-38.115149,145.298918
T20230020674,2023-09-04,08:47:00,-37.704002,144.96058
T20230022304,2023-09-04,15:40:00,-37.547898,144.879422
T20230023395,2023-09-04,14:40:00,-36.399028,145.413308
T20230023232,2023-09-04,09:00:00,-37.826777,144.997735
T20230020763,2023-09-04,22:15:00,-37.685556,145.180136
T20230023186,2023-09-04,08:19:00,-37.471665,144.956784
T20230020770,2023-09-04,17:10:00,-38.151097,144.366238
T20230020652,2023-09-04,08:30:00,-37.665555,145.01081
T20230020672,2023-09-04,12:04:00,-37.499096,145.147204
T20230020715,2023-09-04,20:40:00,-37.805554,144.90562
T20230020702,2023-09-04,15:24:00,-38.212717,143.159862
T20230020701,2023-09-04,16:58:00,-37.893489,145.309294
T20230024438,2023-09-04,18:40:00,-37.706974,145.027837
T20230021311,2023-09-04,19:20:00,-38.047447,145.348232
T20230021934,2023-09-04,18:30:00,-37.849986,145.307017
T20230020664,2023-09-04,09:06:00,-37.819478,145.316968
T20230020639,2023-09-04,00:50:00,-37.732092,145.049554
T20230020852,2023-09-04,19:20:00,-38.111164,145.300793
T20230020658,2023-09-04,08:40:00,-37.68724,144.536593
T20230020648,2023-09-04,06:25:00,-34.196606,142.085456
T20230020653,2023-09-04,07:41:00,-38.069989,147.089692
T20230020650,2023-09-04,07:10:00,-37.934827,144.995757
T20230020657,2023-09-04,08:24:00,-37.809158,144.982649
T20230020720,2023-09-04,21:10:00,-38.054011,145.252121
T20230020719,2023-09-04,21:03:00,-37.942193,145.166866
T20230020644,2023-09-04,05:38:00,-37.204281,145.057116
T20230020645,2023-09-04,06:25:00,-37.985263,145.3115
T20230020654,2023-09-04,06:52:00,-37.981766,145.138872
T20230020826,2023-09-04,05:40:00,-37.778775,144.250726
T20230021524,2023-09-04,17:15:00,-38.060136,145.299949
T20230020779,2023-09-05,08:58:00,-37.842342,144.718369
T20230020775,2023-09-05,11:37:00,-37.542079,143.796203
T20230020727,2023-09-05,01:10:00,-38.213706,144.142925
T20230026918,2023-09-05,10:41:00,-37.783379,145.06273
T20230020737,2023-09-05,07:00:00,-37.691944,145.104653
T20230020732,2023-09-05,05:10:00,-37.635179,144.598761
T20230020735,2023-09-05,06:45:00,-34.196732,142.165973
T20230020843,2023-09-05,16:00:00,-37.823427,145.042218
T20230020750,2023-09-05,07:25:00,-37.291271,144.805933
T20230020752,2023-09-05,09:40:00,-37.742724,145.053857
T20230020757,2023-09-05,09:05:00,-38.114384,144.350251
T20230024786,2023-09-05,23:03:00,-37.119481,144.383772
T20230020897,2023-09-05,23:45:00,-37.953908,145.148051
T20230027977,2023-09-05,16:24:00,-38.0077,145.291883
T20230027191,2023-09-05,15:23:00,-37.690133,145.027426
T20230020895,2023-09-05,17:05:00,-37.891542,144.629183
T20230021249,2023-09-05,16:30:00,-37.07812,144.203951
T20230020804,2023-09-05,16:02:00,-37.789629,145.310038
T20230021061,2023-09-05,17:30:00,-37.846581,144.671323
T20230026260,2023-09-05,09:00:00,-37.874613,144.738071
T20230026050,2023-09-05,08:30:00,-38.022761,144.411985
T20230020820,2023-09-05,23:05:00,-38.381875,142.48801
T20230020819,2023-09-05,20:50:00,-37.681901,144.698276
T20230021490,2023-09-05,07:30:00,-37.923185,145.195474
T20230020814,2023-09-05,15:50:00,-38.338148,143.575775
T20230020812,2023-09-05,18:50:00,-38.14724,144.335131
T20230020810,2023-09-05,17:20:00,-38.165915,145.347469
T20230021627,2023-09-05,19:20:00,-37.687136,144.697195
T20230020800,2023-09-05,17:08:00,-37.7549,144.739785
T20230020782,2023-09-05,14:43:00,-38.22313,146.468395
T20230020799,2023-09-05,17:30:00,-37.727574,144.791093
T20230029519,2023-09-05,21:00:00,-38.072064,146.329714
T20230020922,2023-09-05,20:00:00,-37.809032,144.982536
T20230020743,2023-09-05,10:30:00,-37.545866,145.000486
T20230020794,2023-09-05,17:40:00,-37.779778,145.312301
T20230020791,2023-09-05,16:10:00,-37.770306,144.951223
T20230020805,2023-09-05,14:32:00,-38.147038,145.117281
T20230020862,2023-09-06,15:41:00,-36.75021,144.291354
T20230020863,2023-09-06,11:44:00,-37.790568,145.291634
T20230020867,2023-09-06,15:07:00,-38.186888,144.455512
T20230020868,2023-09-06,15:27:00,-37.8731,145.233015
T20230020870,2023-09-06,13:30:00,-37.825669,147.626427
T20230022060,2023-09-06,07:00:00,-37.863896,144.825509
T20230020875,2023-09-06,17:40:00,-37.837896,144.995944
T20230021680,2023-09-06,12:00:00,-38.115578,144.354368
T20230020902,2023-09-06,23:26:00,-38.155818,144.383063
T20230020880,2023-09-06,17:09:00,-37.589131,144.895088
T20230020882,2023-09-06,18:28:00,-37.87009,145.130062
T20230020885,2023-09-06,17:10:00,-37.845858,145.133589
T20230020886,2023-09-06,18:29:00,-37.755057,145.056376
T20230020887,2023-09-06,19:28:00,-37.763431,144.757291
T20230020889,2023-09-06,15:18:00,-38.118244,145.250746
T20230021343,2023-09-06,22:05:00,-37.821643,144.749379
T20230023272,2023-09-06,16:00:00,-37.799532,144.955868
T20230021289,2023-09-06,23:26:00,-37.789891,144.95888
T20230020834,2023-09-06,07:02:00,-37.966971,144.557247
T20230020840,2023-09-06,07:05:00,-37.687862,144.999628
T20230021281,2023-09-06,08:00:00,-37.869142,145.008883
T20230020898,2023-09-06,15:35:00,-37.891909,142.801141
T20230020842,2023-09-06,06:35:00,-37.804773,144.966233
T20230020837,2023-09-06,07:20:00,-38.175421,144.34267
T20230020845,2023-09-06,12:10:00,-37.781253,144.932607
T20230020911,2023-09-06,16:20:00,-36.114368,146.867849
T20230020849,2023-09-06,12:51:00,-34.211544,142.183692
T20230020849,2023-09-06,12:51:00,-34.211544,142.183692
T20230023138,2023-09-06,19:25:00,-34.215265,142.125836
T20230023138,2023-09-06,19:25:00,-34.215265,142.125836
T20230020855,2023-09-06,13:17:00,-34.586629,142.776509
T20230023899,2023-09-06,18:30:00,-37.830512,145.012655
T20230020925,2023-09-06,10:47:00,-37.790641,144.988772
T20230020856,2023-09-06,11:47:00,-37.846821,144.9938
T20230023966,2023-09-06,16:45:00,-37.83819,145.046285
T20230020932,2023-09-06,14:40:00,-38.190908,146.284245
T20230020859,2023-09-06,14:20:00,-37.568482,143.864185
T20230020937,2023-09-06,06:58:00,-37.75864,144.987908
T20230020963,2023-09-07,16:20:00,-37.710354,144.903152
T20230020926,2023-09-07,11:03:00,-37.859924,145.009212
T20230020924,2023-09-07,08:33:00,-37.837122,144.719513
T20230020986,2023-09-07,21:15:00,-36.386283,145.067806
T20230020915,2023-09-07,09:10:00,-37.685522,144.921876
T20230020974,2023-09-07,17:30:00,-36.067116,147.150855
T20230029848,2023-09-07,10:10:00,-37.915829,145.017692
T20230020954,2023-09-07,14:25:00,-37.96219,145.150528
T20230020957,2023-09-07,16:23:00,-38.126496,145.319705
T20230020958,2023-09-07,11:27:00,-38.166,145.112569
T20230020945,2023-09-07,13:55:00,-37.600302,144.952071
T20230020944,2023-09-07,13:02:00,-37.92608,145.099088
T20230020914,2023-09-07,08:30:00,-36.070131,146.084893
T20230020939,2023-09-07,10:30:00,-37.76184,144.944302
T20230020912,2023-09-07,08:00:00,-37.876009,145.089246
T20230021661,2023-09-07,09:00:00,-37.971079,145.223689
T20230022537,2023-09-07,07:30:00,-37.731902,144.854353
T20230020908,2023-09-07,07:27:00,-37.699468,144.657976
T20230020952,2023-09-07,09:50:00,-37.376251,145.076848
T20230022523,2023-09-07,19:20:00,-37.7841,144.983164
T20230020964,2023-09-07,17:30:00,-38.115149,145.298918
T20230020933,2023-09-07,11:54:00,-37.990709,145.081351
T20230020965,2023-09-07,16:15:00,-38.077416,145.367523
T20230021251,2023-09-07,20:00:00,-37.915428,145.134546
T20230020966,2023-09-07,15:03:00,-37.694719,144.916145
T20230021233,2023-09-07,04:30:00,-38.028083,145.243966
T20230020991,2023-09-07,04:50:00,-37.788308,145.520271
T20230020935,2023-09-07,11:55:00,-37.932811,145.156153
T20230020934,2023-09-07,10:50:00,-38.029932,145.222423
T20230020981,2023-09-07,19:40:00,-38.082548,145.278998
T20230021010,2023-09-07,18:00:00,-37.647383,144.840096
T20230020982,2023-09-07,18:00:00,-35.472368,143.08136
T20230020968,2023-09-07,15:32:00,-37.748513,144.732845
T20230020983,2023-09-07,19:22:00,-38.00068,145.225643
T20230020995,2023-09-07,22:00:00,-37.664803,144.931052
T20230020975,2023-09-07,18:35:00,-37.644616,145.026318
T20230021024,2023-09-08,11:00:00,-38.096946,141.608985
T20230021083,2023-09-08,20:30:00,-37.641269,144.934865
T20230021082,2023-09-08,20:05:00,-38.321573,145.183002
T20230021023,2023-09-08,10:05:00,-36.113048,145.981027
T20230021018,2023-09-08,08:30:00,-37.766613,145.091271
T20230021439,2023-09-08,16:15:00,-37.984619,145.212103
T20230021443,2023-09-08,14:40:00,-37.801841,144.99265
T20230021017,2023-09-08,08:54:00,-37.673059,145.149504
T20230021013,2023-09-08,08:05:00,-38.100926,145.141826
T20230021007,2023-09-08,07:29:00,-38.159982,145.318589
T20230021346,2023-09-08,19:07:00,-37.810009,144.99051
T20230021763,2023-09-08,20:45:00,-37.956491,145.044132
T20230027856,2023-09-08,21:00:00,-37.96743,145.19515
T20230021253,2023-09-08,20:55:00,-37.810992,144.967271
T20230021254,2023-09-08,20:30:00,-37.81755,144.99936
T20230022612,2023-09-08,11:40:00,-37.973742,145.246465
T20230021982,2023-09-08,13:05:00,-37.751267,145.065341
T20230021046,2023-09-08,12:07:00,-36.920271,145.644109
T20230021273,2023-09-08,20:03:00,-38.020589,145.30234
T20230021463,2023-09-08,17:40:00,-37.800229,144.893905
T20230022401,2023-09-08,07:15:00,-37.846277,145.059095
T20230021387,2023-09-08,17:05:00,-37.812475,145.235357
T20230021003,2023-09-08,05:17:00,-37.761286,145.310414
T20230021079,2023-09-08,20:06:00,-37.798857,144.641018
T20230021078,2023-09-08,16:20:00,-37.809603,144.972912
T20230023155,2023-09-08,21:20:00,-37.81975,144.989662
T20230021074,2023-09-08,20:19:00,-37.882743,145.165244
T20230021064,2023-09-08,18:45:00,-37.829289,145.121716
T20230021063,2023-09-08,18:45:00,-38.135987,145.461496
T20230022014,2023-09-08,19:00:00,-37.949758,145.208643
T20230021056,2023-09-08,16:20:00,-36.804224,144.232595
T20230021050,2023-09-08,15:30:00,-37.899318,144.745364
T20230021113,2023-09-08,19:02:00,-37.268691,144.17097
T20230021378,2023-09-08,11:40:00,-37.868362,144.830423
T20230021011,2023-09-08,09:10:00,-38.173532,144.402495
T20230021045,2023-09-08,09:58:00,-37.642432,144.963929
T20230021043,2023-09-08,12:40:00,-37.779078,144.913292
T20230021042,2023-09-08,14:35:00,-38.148688,144.365758
T20230021040,2023-09-08,10:15:00,-37.145112,146.452074
T20230021035,2023-09-08,13:40:00,-37.844987,144.790741
T20230021034,2023-09-08,08:00:00,-37.778082,144.960541
T20230021107,2023-09-08,17:45:00,-38.039189,145.249654
T20230021033,2023-09-08,12:40:00,-38.099856,144.345497
T20230021029,2023-09-08,12:37:00,-37.89978,145.129206
T20230021028,2023-09-08,11:40:00,-36.755002,144.511556
T20230021089,2023-09-09,05:15:00,-36.309125,145.07675
T20230021156,2023-09-09,20:24:00,-38.155569,144.365412
T20230023189,2023-09-09,18:30:00,-38.077559,145.124668
T20230021213,2023-09-09,21:52:00,-37.701889,144.56588
T20230021322,2023-09-09,01:45:00,-37.57507,144.920869
T20230021173,2023-09-09,10:05:00,-38.075531,145.221679
T20230021148,2023-09-09,18:40:00,-37.423094,144.97861
T20230021148,2023-09-09,18:40:00,-37.423094,144.97861
T20230024437,2023-09-09,11:00:00,-37.566506,144.615902
T20230021556,2023-09-09,12:50:00,-37.819224,145.123595
T20230026360,2023-09-09,11:00:00,-38.358536,144.041278
T20230021391,2023-09-09,09:40:00,-37.750858,144.925256
T20230021146,2023-09-09,19:20:00,-37.786971,145.1434
T20230021830,2023-09-09,16:30:00,-38.091189,144.354346
T20230021143,2023-09-09,18:32:00,-37.959305,145.111566
T20230021140,2023-09-09,15:52:00,-37.824155,144.970513
T20230021138,2023-09-09,15:15:00,-37.775055,145.078904
T20230021137,2023-09-09,17:35:00,-37.824232,145.082826
T20230021135,2023-09-09,18:00:00,-37.777899,144.988499
T20230021133,2023-09-09,15:15:00,-37.847302,145.041283
T20230021130,2023-09-09,13:30:00,-34.214106,142.117411
T20230021127,2023-09-09,13:50:00,-37.860478,145.098565
T20230021126,2023-09-09,13:40:00,-37.845946,144.780856
T20230021124,2023-09-09,13:00:00,-37.884681,144.662844
T20230021123,2023-09-09,13:01:00,-37.937115,145.067284
T20230021121,2023-09-09,13:30:00,-37.870282,144.760746
T20230021119,2023-09-09,09:52:00,-37.607158,144.911558
T20230021116,2023-09-09,08:10:00,-37.74253,144.908848
T20230021114,2023-09-09,12:17:00,-35.369969,143.458208
T20230022092,2023-09-09,12:30:00,-38.195794,145.160736
T20230021353,2023-09-09,10:30:00,-38.059388,144.358407
T20230021215,2023-09-09,19:30:00,-37.845688,144.985023
T20230022981,2023-09-09,20:00:00,-37.725752,144.65127
T20230022106,2023-09-09,13:20:00,-38.424708,143.376012
T20230021110,2023-09-09,11:07:00,-38.325077,143.973014
T20230022141,2023-09-09,19:30:00,-37.798857,144.641018
T20230021109,2023-09-09,09:52:00,-37.831125,144.916551
T20230021106,2023-09-09,06:30:00,-37.971035,145.148553
T20230021103,2023-09-09,10:00:00,-38.195065,145.130678
T20230021794,2023-09-09,22:40:00,-37.794034,144.988216
T20230021101,2023-09-09,11:20:00,-38.110686,145.131966
T20230021097,2023-09-09,06:32:00,-37.065169,144.307766
T20230021096,2023-09-09,07:23:00,-38.171834,145.97064
T20230021153,2023-09-09,21:46:00,-37.974334,145.185701
T20230021349,2023-09-09,00:45:00,-37.737349,145.012245
T20230021178,2023-09-10,09:35:00,-37.564982,143.867501
T20230021206,2023-09-10,17:15:00,-36.53888,142.401435
T20230022063,2023-09-10,03:10:00,-37.886483,145.149093
T20230021407,2023-09-10,02:41:00,-37.73032,145.000549
T20230028781,2023-09-10,11:30:00,-37.647006,143.651891
T20230021426,2023-09-10,09:30:00,-37.531385,144.956277
T20230021452,2023-09-10,11:50:00,-37.859224,144.64856
T20230021452,2023-09-10,11:50:00,-37.859224,144.64856
T20230021160,2023-09-10,00:04:00,-37.734867,144.707343
T20230021166,2023-09-10,04:50:00,-37.695217,145.092299
T20230021169,2023-09-10,01:58:00,-38.031225,147.603069
T20230026993,2023-09-10,16:40:00,-37.854138,144.748049
T20230021192,2023-09-10,11:28:00,-36.492505,143.7231
T20230021220,2023-09-10,19:51:00,-37.736229,144.607277
T20230021207,2023-09-10,17:15:00,-37.698474,144.615917
T20230021214,2023-09-10,18:10:00,-38.244987,142.655711
T20230021209,2023-09-10,17:15:00,-37.793159,145.014923
T20230021203,2023-09-10,16:00:00,-37.773526,145.011251
T20230021218,2023-09-10,15:00:00,-38.014613,145.215425
T20230021187,2023-09-10,13:29:00,-37.909083,145.141476
T20230022129,2023-09-10,15:00:00,-37.741322,144.966507
T20230021186,2023-09-10,12:20:00,-36.148578,146.631675
T20230021205,2023-09-10,16:49:00,-37.865999,145.343569
T20230021211,2023-09-10,14:40:00,-37.99022,145.212866
T20230021221,2023-09-10,20:00:00,-37.818824,145.03606
T20230021222,2023-09-10,20:05:00,-37.774706,144.94898
T20230021180,2023-09-10,11:05:00,-37.804771,144.935271
T20230021223,2023-09-10,08:52:00,-37.788748,144.936028
T20230021228,2023-09-10,22:16:00,-37.692116,144.950977
T20230021230,2023-09-10,20:57:00,-38.0835,144.358112
T20230021231,2023-09-10,23:45:00,-37.708537,144.803776
T20230021583,2023-09-11,15:55:00,-37.840591,145.004698
T20230021282,2023-09-11,12:23:00,-37.942274,144.72702
T20230021916,2023-09-11,15:20:00,-37.573135,144.729346
T20230021293,2023-09-11,15:25:00,-37.95933,146.983356
T20230021302,2023-09-11,17:00:00,-37.831891,144.960058
T20230021301,2023-09-11,06:00:00,-37.956567,145.104178
T20230021910,2023-09-11,12:25:00,-38.071681,145.475191
T20230021298,2023-09-11,14:25:00,-38.088665,145.327593
T20230021299,2023-09-11,07:00:00,-37.600345,144.95264
T20230021340,2023-09-11,22:40:00,-37.875735,148.000118
T20230021309,2023-09-11,17:02:00,-37.954521,145.187611
T20230021338,2023-09-11,23:55:00,-38.152209,145.133399
T20230021358,2023-09-11,14:30:00,-38.055233,145.381601
T20230023641,2023-09-11,06:30:00,-37.777899,144.988499
T20230021401,2023-09-11,08:15:00,-37.601284,145.114182
T20230021284,2023-09-11,12:57:00,-37.760897,144.816567
T20230022761,2023-09-11,17:07:00,-37.797318,144.757254
T20230021462,2023-09-11,11:35:00,-37.761823,144.941878
T20230021285,2023-09-11,11:04:00,-37.825682,147.631893
T20230021318,2023-09-11,18:56:00,-38.156127,145.169074
T20230021237,2023-09-11,07:05:00,-37.718739,144.963003
T20230021243,2023-09-11,06:45:00,-38.690634,146.142653
T20230021303,2023-09-11,15:20:00,-37.02952,145.822397
T20230021287,2023-09-11,14:06:00,-36.119697,144.74558
T20230021339,2023-09-11,23:45:00,-37.540007,144.470751
T20230021290,2023-09-11,13:00:00,-37.722214,143.654886
T20230021255,2023-09-11,08:30:00,-38.035697,145.267358
T20230021328,2023-09-11,15:00:00,-37.930178,145.132161
T20230021257,2023-09-11,09:15:00,-37.680245,145.013835
T20230021306,2023-09-11,16:50:00,-36.37708,145.400955
T20230021269,2023-09-11,11:30:00,-37.887702,144.991431
T20230021320,2023-09-11,18:58:00,-37.728928,144.616452
T20230021271,2023-09-11,09:29:00,-37.994805,145.263871
T20230021307,2023-09-11,14:19:00,-37.99766,145.163978
T20230021274,2023-09-11,11:17:00,-38.062139,145.445737
T20230021277,2023-09-11,10:45:00,-37.562979,144.702042
T20230023447,2023-09-11,09:20:00,-37.885839,145.284259
T20230021720,2023-09-11,15:40:00,-37.928546,145.118919
T20230021278,2023-09-11,12:05:00,-37.867624,144.984647
T20230021364,2023-09-12,11:06:00,-37.812956,145.082288
T20230021362,2023-09-12,09:02:00,-37.87009,145.130062
T20230021360,2023-09-12,08:45:00,-37.557871,145.109859
T20230021351,2023-09-12,09:04:00,-38.046205,145.254513
T20230021771,2023-09-12,15:50:00,-37.637505,145.095545
T20230024087,2023-09-12,17:00:00,-37.634757,144.57339
T20230021481,2023-09-12,16:36:00,-37.87704,145.238289
T20230021593,2023-09-12,08:38:00,-38.169243,144.309744
T20230021505,2023-09-12,22:24:00,-37.929112,141.230054
T20230021516,2023-09-12,21:20:00,-37.882401,145.090366
T20230021540,2023-09-12,09:30:00,-37.869675,144.988115
T20230021645,2023-09-12,18:30:00,-37.776117,144.960604
T20230023951,2023-09-12,17:49:00,-37.841491,145.012303
T20230021836,2023-09-12,15:15:00,-37.643867,144.955642
T20230021588,2023-09-12,08:00:00,-38.125607,145.13803
T20230021590,2023-09-12,10:00:00,-38.366795,142.463963
T20230021403,2023-09-12,16:00:00,-38.034448,145.20984
T20230021405,2023-09-12,17:30:00,-37.635518,144.871537
T20230021406,2023-09-12,18:20:00,-37.795343,145.11479
T20230021408,2023-09-12,19:38:00,-37.827294,144.960745
T20230021409,2023-09-12,13:00:00,-38.087545,145.278875
T20230030674,2023-09-12,18:00:00,-37.634771,144.881441
T20230021413,2023-09-12,19:54:00,-37.869292,144.997644
T20230021415,2023-09-12,19:00:00,-37.640489,145.026563
T20230021416,2023-09-12,18:35:00,-37.803006,145.247474
T20230021419,2023-09-12,22:35:00,-36.772613,144.135624
T20230021377,2023-09-12,09:20:00,-38.067744,145.454354
T20230022193,2023-09-12,08:30:00,-37.846658,144.781922
T20230027652,2023-09-12,12:10:00,-38.09214,145.402695
T20230027077,2023-09-12,16:45:00,-37.892392,145.125236
T20230021458,2023-09-12,21:30:00,-37.994487,145.175799
T20230021399,2023-09-12,17:22:00,-38.148975,145.934557
T20230021397,2023-09-12,18:37:00,-36.55033,145.972215
T20230021394,2023-09-12,17:06:00,-38.111079,145.486211
T20230021389,2023-09-12,08:20:00,-37.847721,144.979732
T20230021388,2023-09-12,11:45:00,-37.734679,144.937899
T20230021384,2023-09-12,12:30:00,-37.834562,145.169607
T20230021383,2023-09-12,09:27:00,-37.730434,144.963825
T20230021382,2023-09-12,15:00:00,-37.760871,145.012903
T20230021381,2023-09-12,14:00:00,-38.456168,145.265545
T20230021380,2023-09-12,14:06:00,-37.872603,145.024217
T20230021430,2023-09-12,18:25:00,-37.812356,144.962001
T20230021375,2023-09-12,12:30:00,-37.81242,144.969426
T20230021374,2023-09-12,10:32:00,-37.64976,145.005517
T20230021370,2023-09-12,13:00:00,-37.570909,143.842537
T20230021366,2023-09-12,12:18:00,-37.967413,145.238147
T20230021498,2023-09-13,09:45:00,-37.634752,144.881264
T20230021464,2023-09-13,15:05:00,-37.890998,144.686606
T20230022666,2023-09-13,16:45:00,-37.723548,144.947161
T20230024112,2023-09-13,13:00:00,-37.595767,144.757918
T20230021476,2023-09-13,16:52:00,-38.186084,144.451956
T20230022280,2023-09-13,18:20:00,-37.737738,145.134152
T20230021450,2023-09-13,07:50:00,-37.734111,144.88358
T20230021454,2023-09-13,07:48:00,-37.989542,145.220708
T20230022553,2023-09-13,18:15:00,-37.830999,144.869584
T20230021455,2023-09-13,10:20:00,-37.990121,145.214536
T20230021486,2023-09-13,19:00:00,-36.7655,144.304377
T20230021465,2023-09-13,15:08:00,-37.779111,144.997044
T20230021456,2023-09-13,12:45:00,-37.983896,145.200402
T20230021461,2023-09-13,12:15:00,-37.767159,144.924843
T20230021529,2023-09-13,15:35:00,-37.800728,145.155165
T20230021483,2023-09-13,17:45:00,-37.756091,145.343179
T20230022250,2023-09-13,15:00:00,-37.526364,143.821937
T20230022216,2023-09-13,14:00:00,-37.68163,144.883583
T20230021487,2023-09-13,16:46:00,-37.613685,145.496229
T20230021424,2023-09-13,04:10:00,-38.102696,141.648578
T20230021484,2023-09-13,18:24:00,-37.762517,141.720154
T20230021489,2023-09-13,20:10:00,-34.19822,142.214232
T20230021425,2023-09-13,07:01:00,-38.06475,145.454134
T20230022009,2023-09-13,07:30:00,-37.816064,145.275399
T20230021521,2023-09-13,20:00:00,-37.865939,144.996028
T20230021480,2023-09-13,15:10:00,-36.258484,145.4318
T20230021427,2023-09-13,07:55:00,-37.858533,144.998854
T20230021432,2023-09-13,09:00:00,-37.835306,144.842575
T20230021433,2023-09-13,06:40:00,-37.470441,144.952365
T20230021444,2023-09-13,07:30:00,-37.800626,145.15269
T20230021525,2023-09-13,09:45:00,-37.79382,144.982716
T20230021447,2023-09-13,12:47:00,-36.115857,146.876626
T20230021603,2023-09-13,19:30:00,-37.778653,144.9742
T20230021448,2023-09-13,12:42:00,-37.858479,144.998442
T20230021438,2023-09-13,10:42:00,-37.06877,144.176144
T20230021474,2023-09-13,17:03:00,-38.060924,145.451957
T20230021492,2023-09-13,20:56:00,-37.725254,145.02323
