datetime_AEST,datetime_local,location_id,location_name,BPM2.5,BSP,CO,DBT,NO2,O3,PM10,Sigma05,SO2,SWD,SWS,VWD,VWS
2021-04-23 02:00:00,2021-04-23 02:00:00,10001,Alphington,-0.179,6.829,0.109,12.188,5.046,13.967,,29.306,0.59,273.543,0.92,296.382,0.774
2021-04-23 03:00:00,2021-04-23 03:00:00,10001,Alphington,0.077,8.151,0.123,12.175,3.908,13.072,,25.094,0.596,282.006,0.845,295.944,0.716
2021-04-23 04:00:00,2021-04-23 04:00:00,10001,Alphington,3.067,9.229,0.112,12.233,3.404,14.548,,25.95,0.724,278.243,1.065,309.394,0.949
2021-04-23 05:00:00,2021-04-23 05:00:00,10001,Alphington,5.464,11.329,0.123,12.428,5.736,12.806,,22.008,0.75,295.729,1.042,298.866,0.98
2021-04-23 06:00:00,2021-04-23 06:00:00,10001,Alphington,7.119,14.787,0.202,11.315,14.822,5.866,,17.83,0.741,291.723,1.006,292.196,0.954
2021-04-23 07:00:00,2021-04-23 07:00:00,10001,Alphington,9.303,14.718,0.216,11.911,18.603,4.244,,21.738,0.982,283.928,1.484,286.234,1.387
2021-04-23 08:00:00,2021-04-23 08:00:00,10001,Alphington,8.529,13.055,0.191,13.783,11.225,11.409,,27.312,0.887,277.057,2.126,279.723,1.896
2021-04-23 09:00:00,2021-04-23 09:00:00,10001,Alphington,6.291,12.739,0.126,14.638,6.593,16.303,,26.407,0.857,266.233,2.846,266.23,2.56
2021-04-23 10:00:00,2021-04-23 10:00:00,10001,Alphington,3.269,7.776,0.122,15.414,4.393,20.368,,30.348,0.972,277.182,2.272,283.135,1.98
2021-04-23 11:00:00,2021-04-23 11:00:00,10001,Alphington,0.902,11.793,0.101,16.684,5.202,20.617,,26.975,0.852,255.749,2.615,256.156,2.326
2021-04-23 12:00:00,2021-04-23 12:00:00,10001,Alphington,2.111,12.977,0.104,15.891,8.332,18.324,,21.902,1.134,244.317,2.689,243.521,2.526
2021-04-23 13:00:00,2021-04-23 13:00:00,10001,Alphington,3.288,16.28,0.116,15.861,7.705,18.234,,28.807,1.043,267.829,2.053,267.392,1.784
2021-04-23 14:00:00,2021-04-23 14:00:00,10001,Alphington,3.222,14.598,0.11,16.817,7.257,19.032,,27.055,1.019,267.734,1.943,270.747,1.668
2021-04-23 15:00:00,2021-04-23 15:00:00,10001,Alphington,4.674,11.97,0.129,16.728,8.863,16.967,,24.962,1.062,253.812,2.006,251.382,1.828
2021-04-23 16:00:00,2021-04-23 16:00:00,10001,Alphington,6.057,14.871,0.125,16.299,7.084,18.3,,23.975,0.944,255.626,2.448,254.602,2.259
2021-04-23 17:00:00,2021-04-23 17:00:00,10001,Alphington,5.907,19.889,0.177,15.851,11.524,14.101,,25.474,0.958,261.933,1.485,262.595,1.353
2021-04-23 18:00:00,2021-04-23 18:00:00,10001,Alphington,6.868,31.169,0.213,15.439,11.502,13.403,,25.12,0.981,274.205,1.514,276.282,1.371
2021-04-23 19:00:00,2021-04-23 19:00:00,10001,Alphington,8.527,26.209,0.182,15.079,10.644,13.166,,26.075,0.972,265.201,1.728,264.032,1.568
2021-04-23 20:00:00,2021-04-23 20:00:00,10001,Alphington,8.867,29.732,0.179,14.719,8.619,15.005,,27.977,0.887,269.951,1.38,271.768,1.242
2021-04-23 21:00:00,2021-04-23 21:00:00,10001,Alphington,8.846,35.003,0.217,14.582,9.428,14.255,,24.584,0.975,283.546,1.096,284.793,1.009
2021-04-23 22:00:00,2021-04-23 22:00:00,10001,Alphington,9.787,36.596,0.248,14.381,10.366,11.795,,23.436,0.953,290.579,1.016,293.139,0.949
2021-04-23 23:00:00,2021-04-23 23:00:00,10001,Alphington,9.448,32.805,0.181,14.245,11.245,10.304,,19.847,0.37,294.746,1.1,297.548,1.047
2021-04-24 00:00:00,2021-04-24 00:00:00,10001,Alphington,9.559,29.5,0.152,14.081,9.756,11.327,,29.143,0.145,274.113,0.762,318.806,0.679
2021-04-24 01:00:00,2021-04-24 01:00:00,10001,Alphington,9.558,,,14.102,,,,28.45,,279.747,0.796,314.765,0.704
2021-04-24 02:00:00,2021-04-24 02:00:00,10001,Alphington,10.581,29.619,0.131,14.005,4.738,14.507,,23.381,0.164,279.206,0.725,281.849,0.669
2021-04-24 03:00:00,2021-04-24 03:00:00,10001,Alphington,9.304,22.919,0.127,13.457,5.607,11.541,,31.698,0.284,198.349,0.355,333.487,0.269
2021-04-24 04:00:00,2021-04-24 04:00:00,10001,Alphington,8.359,16.409,0.076,13.967,4.024,17.977,,23.899,0.265,280.758,1.314,284.248,1.179
2021-04-24 05:00:00,2021-04-24 05:00:00,10001,Alphington,10.758,12.946,0.061,13.541,3.313,18.823,,17.409,0.141,291.018,1.138,291.733,1.086
2021-04-24 06:00:00,2021-04-24 06:00:00,10001,Alphington,10.447,15.032,0.079,12.89,6.146,15.271,,25.699,0.142,282.78,1.086,300.381,0.946
2021-04-24 07:00:00,2021-04-24 07:00:00,10001,Alphington,7.733,17.356,0.093,13.387,9.662,11.758,,30.824,0.198,269.655,1.278,317.674,1.132
2021-04-24 08:00:00,2021-04-24 08:00:00,10001,Alphington,3.872,14.82,0.102,14.381,8.1,14.148,,29.266,0.26,284.213,1.604,312.783,1.457
2021-04-24 09:00:00,2021-04-24 09:00:00,10001,Alphington,2.447,6.581,0.084,15.73,4.24,20.64,,29.989,0.382,282.044,2.234,297.23,1.972
2021-04-24 10:00:00,2021-04-24 10:00:00,10001,Alphington,2.529,4.955,0.073,16.581,2.939,22.384,,36.351,0.298,254.075,1.576,317.274,1.295
2021-04-24 11:00:00,2021-04-24 11:00:00,10001,Alphington,3.122,5.067,0.075,17.352,3.327,22.46,,33.449,0.309,268.237,1.488,303.442,1.234
2021-04-24 12:00:00,2021-04-24 12:00:00,10001,Alphington,3.517,6.075,0.078,18.315,3.146,23.076,,35.379,0.315,259.69,1.589,278.074,1.229
2021-04-24 13:00:00,2021-04-24 13:00:00,10001,Alphington,3.312,7.548,0.085,18.072,3.244,22.962,,29.027,0.34,271.023,2.031,272.958,1.785
2021-04-24 14:00:00,2021-04-24 14:00:00,10001,Alphington,2.649,7.976,0.106,17.107,4.456,21.017,,41.448,0.337,219.888,1.211,239.052,0.912
2021-04-24 15:00:00,2021-04-24 15:00:00,10001,Alphington,1.33,9.427,0.148,16.742,6.025,18.433,,39.59,0.278,226.037,1.027,289.895,0.622
2021-04-24 16:00:00,2021-04-24 16:00:00,10001,Alphington,-0.284,13.481,0.191,14.356,8.868,13.98,,31.818,0.225,248.025,1.032,241.741,0.761
2021-04-24 17:00:00,2021-04-24 17:00:00,10001,Alphington,-1.056,16.566,0.274,14.222,15.318,5.041,,33.321,0.354,150.177,0.416,6.325,0.322
2021-04-24 18:00:00,2021-04-24 18:00:00,10001,Alphington,2.293,45.121,0.449,13.925,19.801,0.859,,26.021,0.136,236.005,0.434,254.684,0.293
2021-04-24 19:00:00,2021-04-24 19:00:00,10001,Alphington,6.075,54.443,0.659,13.369,18.87,0.724,,28.718,0.126,238.064,0.489,289.538,0.299
2021-04-24 20:00:00,2021-04-24 20:00:00,10001,Alphington,7.251,62.761,0.581,13.125,20.249,0.428,,34.546,0.151,240.799,0.619,269.112,0.312
2021-04-24 21:00:00,2021-04-24 21:00:00,10001,Alphington,10.862,53.815,0.524,12.805,19.834,0.357,,21.817,0.34,231.697,0.661,327.997,0.564
2021-04-24 22:00:00,2021-04-24 22:00:00,10001,Alphington,15.806,67.803,0.605,11.607,17.449,0.719,,26.798,0.147,165.129,0.356,356.561,0.25
2021-04-24 23:00:00,2021-04-24 23:00:00,10001,Alphington,19.178,55.247,0.652,11.825,15.609,0.372,,36.893,0.341,121.268,0.312,27.591,0.11
2021-04-25 00:00:00,2021-04-25 00:00:00,10001,Alphington,16.498,62.658,0.652,12.058,14.993,0.432,,15.889,0.374,55.658,0.318,43.544,0.29
2021-04-25 01:00:00,2021-04-25 01:00:00,10001,Alphington,13.911,,,11.903,,,,33.522,,201.177,0.382,337,0.279
2021-04-25 02:00:00,2021-04-25 02:00:00,10001,Alphington,12.102,20.019,0.371,11.411,11.208,1.323,,24.297,0.177,158.573,0.335,352.638,0.242
2021-04-25 03:00:00,2021-04-25 03:00:00,10001,Alphington,11.358,16.855,0.304,10.435,9.008,1.972,,17.439,0.16,175.15,0.376,331.904,0.291
2021-04-25 04:00:00,2021-04-25 04:00:00,10001,Alphington,11.915,16.882,0.271,9.548,8.139,1.45,,24.392,0.304,194.98,0.441,325.393,0.293
2021-04-25 05:00:00,2021-04-25 05:00:00,10001,Alphington,10.441,15.768,0.254,9.156,8.317,0.887,,13.033,0.265,101.514,0.419,13.205,0.382
2021-04-25 06:00:00,2021-04-25 06:00:00,10001,Alphington,8.49,15.995,0.195,9.633,9.987,0.948,,15.061,0.358,78.409,0.658,14.353,0.632
2021-04-25 07:00:00,2021-04-25 07:00:00,10001,Alphington,5.936,15.298,0.184,9.323,9.427,1.466,,19.342,0.329,62.899,0.582,27.442,0.534
2021-04-25 08:00:00,2021-04-25 08:00:00,10001,Alphington,3.305,15.408,0.165,10.936,8.048,6.161,,19.423,0.383,64.534,0.908,23.162,0.855
2021-04-25 09:00:00,2021-04-25 09:00:00,10001,Alphington,-1.624,14.546,0.162,12.971,7.669,10.26,,49.683,0.303,170.892,0.54,24.132,0.203
2021-04-25 10:00:00,2021-04-25 10:00:00,10001,Alphington,-4.689,9.488,0.142,15.297,7.169,14.269,,37.87,0.082,186.424,1.15,203.29,0.724
2021-04-25 11:00:00,2021-04-25 11:00:00,10001,Alphington,-1.339,5.559,0.099,16.921,5.053,18.798,,31.241,1.096,233.97,1.663,237.172,1.41
2021-04-25 12:00:00,2021-04-25 12:00:00,10001,Alphington,3.505,4.493,0.119,17.182,4.923,19.718,,34.174,1.054,222.971,1.291,228.869,1.026
2021-04-25 13:00:00,2021-04-25 13:00:00,10001,Alphington,4.416,4.811,0.1,17.334,5.465,18.758,,32.303,0.843,212.487,1.138,212.641,1.003
2021-04-25 14:00:00,2021-04-25 14:00:00,10001,Alphington,3.834,5.085,0.107,16.952,5.251,18.374,,24.445,0.688,199.589,1.331,203.797,1.229
2021-04-25 15:00:00,2021-04-25 15:00:00,10001,Alphington,3.176,7.625,0.12,16.528,4.742,17.721,,27.555,0.328,204.791,0.815,206.018,0.689
2021-04-25 16:00:00,2021-04-25 16:00:00,10001,Alphington,-0.077,9.818,0.135,16.387,5.879,15.971,,30.073,0.392,207.664,0.884,211.692,0.756
2021-04-25 17:00:00,2021-04-25 17:00:00,10001,Alphington,-1.554,7.892,0.14,16.104,7.643,13.856,,21.685,0.591,198.484,1.221,201.712,1.143
2021-04-25 18:00:00,2021-04-25 18:00:00,10001,Alphington,0.778,10.686,0.174,15.429,7.135,13.479,,24.964,0.229,193.377,0.78,196.741,0.712
2021-04-25 19:00:00,2021-04-25 19:00:00,10001,Alphington,2.792,12.84,0.15,14.542,7.269,13.962,,21.616,0.066,185.75,1.432,189.489,1.358
2021-04-25 20:00:00,2021-04-25 20:00:00,10001,Alphington,5.381,16.22,0.187,13.58,6.972,10.873,,33.499,0.119,231.331,0.418,208.125,0.298
2021-04-25 21:00:00,2021-04-25 21:00:00,10001,Alphington,7.671,23.654,0.332,12.502,15.014,1.259,,15.079,0.257,96.804,0.269,12.556,0.248
2021-04-25 22:00:00,2021-04-25 22:00:00,10001,Alphington,10.184,34.142,0.433,11.617,12.978,0.321,,16.874,0.273,87.326,0.399,10.384,0.368
2021-04-25 23:00:00,2021-04-25 23:00:00,10001,Alphington,12.243,23.037,0.349,11.264,14.806,1.107,,15.513,0.262,288.056,0.995,290.977,0.935
2021-04-26 00:00:00,2021-04-26 00:00:00,10001,Alphington,11.021,14.987,0.252,10.935,13.21,1.685,,14.99,0.267,299.925,0.874,300.876,0.843
2021-04-26 01:00:00,2021-04-26 01:00:00,10001,Alphington,9.328,,,11.219,,,,30.077,,209.25,0.555,331.237,0.319
2021-04-26 02:00:00,2021-04-26 02:00:00,10001,Alphington,6.508,12.5,0.177,10.511,9.726,1.345,,18.348,0.198,107.491,0.393,16.707,0.326
2021-04-26 03:00:00,2021-04-26 03:00:00,10001,Alphington,5.157,13.367,0.174,10.531,9.691,0.774,,16.783,0.219,95.264,0.329,17.617,0.31
2021-04-26 04:00:00,2021-04-26 04:00:00,10001,Alphington,3.132,20.398,0.19,10.738,8.511,0.631,,33.765,0.09,94.182,0.249,56.881,0.202
2021-04-26 05:00:00,2021-04-26 05:00:00,10001,Alphington,2.474,17.306,0.183,10.859,9.222,0.848,,21.632,0.325,90.099,0.505,17.828,0.452
2021-04-26 06:00:00,2021-04-26 06:00:00,10001,Alphington,1.589,12.445,0.223,11.03,8.992,0.527,,30.503,0.112,91.433,0.276,90.902,0.215
2021-04-26 07:00:00,2021-04-26 07:00:00,10001,Alphington,1.706,15.142,0.32,11.437,11.532,0.335,,46.399,0.361,136.42,0.309,118.579,0.153
2021-04-26 08:00:00,2021-04-26 08:00:00,10001,Alphington,0.958,16.314,0.332,12.706,14.897,1.637,,43.462,0.368,182.519,0.55,293.342,0.129
2021-04-26 09:00:00,2021-04-26 09:00:00,10001,Alphington,-1.442,13.516,0.196,14.168,15.574,5.242,,33.623,0.407,255.538,1.108,257.656,0.929
2021-04-26 10:00:00,2021-04-26 10:00:00,10001,Alphington,0.857,15.102,0.158,15.795,14.643,7.682,,27.739,1.574,214.157,1.437,215.661,1.267
2021-04-26 11:00:00,2021-04-26 11:00:00,10001,Alphington,2.947,5.163,0.088,16.567,6.986,14.727,3.045,24.808,0.709,213.391,1.659,215.358,1.506
2021-04-26 12:00:00,2021-04-26 12:00:00,10001,Alphington,4.003,3.337,0.074,17.004,3.959,18.286,5.301,28.164,0.262,206.794,1.779,208.821,1.598
2021-04-26 13:00:00,2021-04-26 13:00:00,10001,Alphington,3.21,4.195,0.073,17.836,2.978,20.403,8.044,26.104,0.33,208.654,1.786,212.077,1.55
2021-04-26 14:00:00,2021-04-26 14:00:00,10001,Alphington,1.389,6.51,0.075,17.662,4.33,19.265,11.69,24.27,0.451,202.215,2.065,204.98,1.881
2021-04-26 15:00:00,2021-04-26 15:00:00,10001,Alphington,2.559,5.691,0.106,16.91,6.19,16.166,13.682,23.819,0.404,207.448,1.419,209.3,1.309
2021-04-26 16:00:00,2021-04-26 16:00:00,10001,Alphington,3.172,12.643,0.121,16.932,7.627,13.571,10.908,34.416,0.392,173.616,0.705,177.915,0.586
2021-04-26 17:00:00,2021-04-26 17:00:00,10001,Alphington,2.858,9.994,0.164,16.384,10.973,9.407,13.03,35.52,0.422,143.848,0.302,151.487,0.232
2021-04-26 18:00:00,2021-04-26 18:00:00,10001,Alphington,3.377,13.608,0.282,15.938,20.011,1.894,18.108,52.436,0.381,164.971,0.25,168.816,0.165
2021-04-26 19:00:00,2021-04-26 19:00:00,10001,Alphington,5.207,15.631,0.263,15.388,19.256,2.23,18.074,25.958,0.455,180.256,0.628,186.116,0.579
2021-04-26 20:00:00,2021-04-26 20:00:00,10001,Alphington,6.917,15.315,0.252,14.924,19.719,1.934,18.776,28.336,0.293,171.131,0.468,175.594,0.414
2021-04-26 21:00:00,2021-04-26 21:00:00,10001,Alphington,6.391,22.734,0.351,13.944,18.297,0.551,17.237,26.051,0.106,153.238,0.321,14.547,0.091
2021-04-26 22:00:00,2021-04-26 22:00:00,10001,Alphington,5.792,19.43,0.29,13.971,11.454,5.836,16.841,23.204,0.186,187.864,0.906,200.512,0.799
2021-04-26 23:00:00,2021-04-26 23:00:00,10001,Alphington,3.34,4.824,0.121,13.95,3.698,13.502,3.462,26.576,0.101,202.485,1.021,205.328,0.94
2021-04-27 00:00:00,2021-04-27 00:00:00,10001,Alphington,2.913,6.797,0.131,13.87,2.86,11.18,7.017,42.296,0.107,158.646,0.276,87.895,0.065
2021-04-27 01:00:00,2021-04-27 01:00:00,10001,Alphington,2.73,,,13.899,,,5.455,36.344,,216.778,0.471,222.616,0.327
2021-04-27 02:00:00,2021-04-27 02:00:00,10001,Alphington,1.807,12.431,0.15,13.293,14.334,1.906,3.55,22.516,0.772,274.203,0.638,279.62,0.575
2021-04-27 03:00:00,2021-04-27 03:00:00,10001,Alphington,3.46,13.083,0.175,12.159,14.219,0.516,6.275,22.203,1.219,273.17,0.547,279.94,0.49
2021-04-27 04:00:00,2021-04-27 04:00:00,10001,Alphington,1.185,11.316,0.146,11.799,11.443,0.831,4.467,30.879,0.461,174.394,0.398,338.488,0.157
2021-04-27 05:00:00,2021-04-27 05:00:00,10001,Alphington,1.373,11.237,0.136,12.026,10.571,0.436,9.908,40.871,0.357,124.221,0.275,43.606,0.176
2021-04-27 06:00:00,2021-04-27 06:00:00,10001,Alphington,3.248,11.159,0.171,12.053,10.921,0.187,6.489,23.343,0.175,154.154,0.308,12.454,0.239
2021-04-27 07:00:00,2021-04-27 07:00:00,10001,Alphington,1.633,15.16,0.273,12.071,13.455,0.369,16.631,40.496,0.294,141.577,0.278,68.28,0.106
2021-04-27 08:00:00,2021-04-27 08:00:00,10001,Alphington,-5.124,14.838,0.291,13.258,19.091,1.116,14.738,29.53,1.231,215.585,0.574,216.933,0.504
2021-04-27 09:00:00,2021-04-27 09:00:00,10001,Alphington,-7.185,12.244,0.179,14.108,17.118,4.221,10.765,26.424,1.409,208.823,1.014,209.268,0.903
2021-04-27 10:00:00,2021-04-27 10:00:00,10001,Alphington,-2.828,16.407,0.151,14.93,12.63,7.631,14.671,28.354,1.302,216.493,1.296,216.654,1.127
2021-04-27 11:00:00,2021-04-27 11:00:00,10001,Alphington,0.073,10.848,0.112,15.379,5.881,13.569,5.909,31.079,0.703,182.552,1.048,187.369,0.881
2021-04-27 12:00:00,2021-04-27 12:00:00,10001,Alphington,0.851,7.003,0.114,15.606,7.072,14.207,5.756,25.843,0.474,186.458,1.392,190.653,1.252
2021-04-27 13:00:00,2021-04-27 13:00:00,10001,Alphington,3.133,5.21,0.121,15.928,5.932,16.075,2.907,24.449,0.288,189.428,1.495,193.98,1.378
2021-04-27 14:00:00,2021-04-27 14:00:00,10001,Alphington,3.115,4.749,0.121,16.803,7.029,16.647,3.399,26.78,0.418,210.828,1.693,212.32,1.524
2021-04-27 15:00:00,2021-04-27 15:00:00,10001,Alphington,2.831,4.146,0.121,17.268,6.862,17.76,2.396,27.509,0.446,211.728,1.534,213.706,1.354
2021-04-27 16:00:00,2021-04-27 16:00:00,10001,Alphington,5.007,3.751,0.133,16.164,10.32,15.239,6.633,22.456,0.301,225.322,1.465,224.5,1.358
2021-04-27 17:00:00,2021-04-27 17:00:00,10001,Alphington,6.275,7.69,0.156,14.923,10.737,13.511,7.897,21.906,0.335,196.235,1.325,199.559,1.221
2021-04-27 18:00:00,2021-04-27 18:00:00,10001,Alphington,6.588,11.598,0.208,13.783,12.883,10.589,11.367,30.1,0.163,184.882,0.888,191.428,0.802
2021-04-27 19:00:00,2021-04-27 19:00:00,10001,Alphington,6.381,18.395,0.297,12.708,20.977,1.963,12.85,55.702,0.247,187.627,0.261,191.064,0.117
2021-04-27 20:00:00,2021-04-27 20:00:00,10001,Alphington,5.281,34.961,0.378,11.51,21.99,0.54,16.96,21.867,0.336,166.224,0.423,166.926,0.381
2021-04-27 21:00:00,2021-04-27 21:00:00,10001,Alphington,5.804,25.549,0.38,10.543,18.659,0.245,11.23,23.231,0.461,98.856,0.274,39.398,0.196
2021-04-27 22:00:00,2021-04-27 22:00:00,10001,Alphington,6.491,34.233,0.554,9.737,17.088,0.312,13.585,16.821,0.427,207.519,0.291,344.781,0.252
2021-04-27 23:00:00,2021-04-27 23:00:00,10001,Alphington,8.272,45.092,0.677,9.986,16.614,0.44,17.574,26.132,0.483,189.265,0.263,352.863,0.223
2021-04-28 00:00:00,2021-04-28 00:00:00,10001,Alphington,8.612,46.056,0.758,9.365,12.145,0.389,12.005,24.988,0.698,217.54,0.286,291.987,0.141
2021-04-28 01:00:00,2021-04-28 01:00:00,10001,Alphington,10.102,,,8.432,,,8.704,20.948,,59.799,0.24,32.507,0.226
2021-04-28 02:00:00,2021-04-28 02:00:00,10001,Alphington,11.267,27.839,0.526,7.592,7.954,0.268,6.885,29.75,0.749,113.324,0.239,16.351,0.171
2021-04-28 03:00:00,2021-04-28 03:00:00,10001,Alphington,12.598,20.394,0.412,7.073,6.742,0.288,7.709,33.936,0.689,116.299,0.22,67.738,0.091
2021-04-28 04:00:00,2021-04-28 04:00:00,10001,Alphington,13.804,24.751,0.471,6.46,5.51,0.335,7.568,26.604,0.756,112.986,0.203,41.196,0.105
2021-04-28 05:00:00,2021-04-28 05:00:00,10001,Alphington,12.86,21.757,0.429,6.127,5.233,0.307,10.458,22.055,0.704,81.418,0.359,73.747,0.174
2021-04-28 06:00:00,2021-04-28 06:00:00,10001,Alphington,10.194,25.111,0.461,6.139,6.293,0.294,12.097,39.746,0.923,117.516,0.361,110.083,0.193
2021-04-28 07:00:00,2021-04-28 07:00:00,10001,Alphington,7.739,38.3,0.468,6.657,8.489,0.36,17.553,29.694,0.637,143.033,0.509,148.15,0.373
2021-04-28 08:00:00,2021-04-28 08:00:00,10001,Alphington,4.565,40.855,0.461,7.812,9.653,0.695,19.094,32.98,0.757,94.37,0.504,86.572,0.398
2021-04-28 09:00:00,2021-04-28 09:00:00,10001,Alphington,1.087,44.267,0.526,10.363,13.789,1.037,30.313,26.524,0.657,86.698,0.766,83.42,0.674
2021-04-28 10:00:00,2021-04-28 10:00:00,10001,Alphington,-1.277,36.127,0.383,13.793,14.154,5.22,56.622,35.205,0.561,86.068,0.963,74.101,0.718
2021-04-28 11:00:00,2021-04-28 11:00:00,10001,Alphington,-4.818,15.459,0.157,15.865,7.496,14.938,-1.932,45.575,0.42,147.974,0.859,126.194,0.397
2021-04-28 12:00:00,2021-04-28 12:00:00,10001,Alphington,-4.886,26.376,0.201,17.459,12.285,14.219,10.053,45.546,0.413,217.774,1.129,217.037,0.73
2021-04-28 13:00:00,2021-04-28 13:00:00,10001,Alphington,0.507,28.198,0.212,18.541,13.876,12.732,16.846,30.589,0.227,199.456,1.683,202.119,1.407
2021-04-28 14:00:00,2021-04-28 14:00:00,10001,Alphington,4.862,27.05,0.188,17.559,15.21,12.954,15.857,22.448,0.109,214.156,2.737,215.022,2.547
2021-04-28 15:00:00,2021-04-28 15:00:00,10001,Alphington,10.063,25.948,0.187,16.742,18.743,12.817,18.118,24.038,1.011,208.636,1.911,211.358,1.75
2021-04-28 16:00:00,2021-04-28 16:00:00,10001,Alphington,13.484,22.697,0.186,16.048,18.086,13.133,16.333,24.126,0.956,207.141,1.468,208.371,1.341
2021-04-28 17:00:00,2021-04-28 17:00:00,10001,Alphington,11.612,20.227,0.191,14.918,14.914,14.343,17.209,19.175,0.475,208.014,1.326,208.562,1.246
2021-04-28 18:00:00,2021-04-28 18:00:00,10001,Alphington,8.591,19.363,0.196,14.385,14.627,13.113,16.839,20.486,0.438,196.291,1.214,196.769,1.147
2021-04-28 19:00:00,2021-04-28 19:00:00,10001,Alphington,8.478,27.492,0.2,14.587,13.675,12.831,14.461,19.977,0.466,188.418,1.469,191.431,1.4
2021-04-28 20:00:00,2021-04-28 20:00:00,10001,Alphington,11.294,24.552,0.2,14.474,11.13,12.007,13.391,30.059,0.411,152.711,0.723,161.309,0.566
2021-04-28 21:00:00,2021-04-28 21:00:00,10001,Alphington,8.03,21.196,0.268,14.303,13.339,8.345,12.059,37.852,0.444,98.982,0.444,93.915,0.364
2021-04-28 22:00:00,2021-04-28 22:00:00,10001,Alphington,7.03,56.265,0.281,12.817,16.549,4.782,16.272,36.171,0.584,129.516,0.299,40.531,0.201
2021-04-28 23:00:00,2021-04-28 23:00:00,10001,Alphington,12.45,72.76,0.32,10.945,16.998,1.225,16.574,29.861,0.299,171.809,0.347,343.371,0.115
2021-04-29 00:00:00,2021-04-29 00:00:00,10001,Alphington,17.633,111.592,0.499,10.039,15.339,0.695,17.789,18.463,0.162,104.608,0.28,10.633,0.156
2021-04-29 01:00:00,2021-04-29 01:00:00,10001,Alphington,21.622,,,9.151,,,10.74,33.166,,118.176,0.197,26.774,0.117
2021-04-29 02:00:00,2021-04-29 02:00:00,10001,Alphington,19.765,33.065,0.393,8.5,10.269,0.24,7.847,10.627,0.126,43.694,0.347,25.201,0.34
2021-04-29 03:00:00,2021-04-29 03:00:00,10001,Alphington,16.981,32.234,0.369,7.894,8.794,0.255,8.265,38.246,0.238,130.697,0.225,96.057,0.094
2021-04-29 04:00:00,2021-04-29 04:00:00,10001,Alphington,16.615,29.229,0.37,7.327,6.755,0.291,8.45,19.529,0.343,118.69,0.3,71.397,0.126
2021-04-29 05:00:00,2021-04-29 05:00:00,10001,Alphington,13.789,28.466,0.299,7.014,6.116,0.241,10.951,24.398,0.329,78.134,0.3,67.795,0.233
2021-04-29 06:00:00,2021-04-29 06:00:00,10001,Alphington,12.346,34.468,0.372,6.731,6.933,0.28,14.362,37.761,0.333,105.004,0.266,78.856,0.145
2021-04-29 07:00:00,2021-04-29 07:00:00,10001,Alphington,10.463,40.2,0.397,6.955,8.531,0.352,20.018,39.661,0.458,113.204,0.342,100.575,0.273
2021-04-29 08:00:00,2021-04-29 08:00:00,10001,Alphington,8.479,43.634,0.375,8.31,9.503,0.947,24.407,46.11,0.487,129.159,0.419,111.299,0.239
2021-04-29 09:00:00,2021-04-29 09:00:00,10001,Alphington,5.226,52.34,0.282,11.289,13.464,4.213,33.428,27.208,0.411,69.22,0.876,33.518,0.792
2021-04-29 10:00:00,2021-04-29 10:00:00,10001,Alphington,-1.223,29.542,0.17,14.815,7.957,10.459,24.471,35.481,0.097,79.685,1.022,60.028,0.824
2021-04-29 11:00:00,2021-04-29 11:00:00,10001,Alphington,-4.028,30.214,0.162,17.215,6.711,16.098,15.024,52.607,0.18,147.838,0.895,140.302,0.536
2021-04-29 12:00:00,2021-04-29 12:00:00,10001,Alphington,-1.75,33.57,0.154,19.328,8.134,20.882,18.66,48.997,0.041,158.288,0.864,78.316,0.141
2021-04-29 13:00:00,2021-04-29 13:00:00,10001,Alphington,2.816,33.946,0.145,20.672,8.947,24.01,16.911,46.499,-0.34,227.366,0.934,237.017,0.648
2021-04-29 14:00:00,2021-04-29 14:00:00,10001,Alphington,7.405,38.833,0.16,21.696,12.444,24.399,26.79,57.155,-0.554,153.634,0.768,149.72,0.33
2021-04-29 15:00:00,2021-04-29 15:00:00,10001,Alphington,10.907,51.611,0.246,20.457,25.207,12.112,32.16,21.788,-0.273,198.069,1.372,201.025,1.282
2021-04-29 16:00:00,2021-04-29 16:00:00,10001,Alphington,16.683,46.822,0.283,19.282,28.991,7.682,31.587,19.801,-0.022,203.495,1.316,204.736,1.228
2021-04-29 17:00:00,2021-04-29 17:00:00,10001,Alphington,17.518,47.889,0.437,17.499,31.531,3.766,31.588,28.211,0.039,159.444,0.577,171.631,0.48
2021-04-29 18:00:00,2021-04-29 18:00:00,10001,Alphington,19.297,73.332,0.674,15.042,33.71,0.473,42.947,20.637,0.139,201.795,0.391,226.275,0.142
2021-04-29 19:00:00,2021-04-29 19:00:00,10001,Alphington,17.584,85.829,0.984,13.552,34.499,0.539,38.765,13.582,0.557,228.592,0.331,302.619,0.235
2021-04-29 20:00:00,2021-04-29 20:00:00,10001,Alphington,20.409,107.828,1.205,12.419,31.294,0.535,45.491,19.567,0.712,141.055,0.442,8.671,0.365
2021-04-29 21:00:00,2021-04-29 21:00:00,10001,Alphington,27.36,103.048,1.197,11.556,29.384,0.45,41.925,29.118,0.74,171.223,0.292,25.378,0.166
2021-04-29 22:00:00,2021-04-29 22:00:00,10001,Alphington,29.47,102.04,1.214,11.139,23.265,0.406,44.634,20.039,0.844,96.529,0.293,39.786,0.216
