datetime_AEST,datetime_local,location_id,location_name,DBT,O3,SBPM25,Sigma05,SWD,SWS,VWD,VWS
2021-01-25 13:00:00,2021-01-25 14:00:00,10169,Melton,,30.041,12.908,,167.227,4.214,166.47,3.99
2021-01-25 14:00:00,2021-01-25 15:00:00,10169,Melton,,29.201,-1.117,,157.872,3.666,158.48,3.5
2021-01-25 15:00:00,2021-01-25 16:00:00,10169,Melton,,24.944,8.944,,182.323,4.335,188.01,3.9
2021-01-25 16:00:00,2021-01-25 17:00:00,10169,Melton,,23.787,6.349,,193.041,3.409,191.74,3.06
2021-01-25 17:00:00,2021-01-25 18:00:00,10169,Melton,,23.473,3.216,,164.383,2.784,162.29,2.62
2021-01-25 18:00:00,2021-01-25 19:00:00,10169,Melton,,24.04,8.349,,146.445,3.244,146.06,3.2
2021-01-25 19:00:00,2021-01-25 20:00:00,10169,Melton,,24.095,5.076,,208.188,3.918,208.83,3.82
2021-01-25 20:00:00,2021-01-25 21:00:00,10169,Melton,,22.128,2.598,,224.434,1.814,222.74,1.52
2021-01-25 21:00:00,2021-01-25 22:00:00,10169,Melton,,16.87,5.544,,270.65,1.939,335.91,1.68
2021-01-25 22:00:00,2021-01-25 23:00:00,10169,Melton,,18.091,9.609,,155.994,1.672,358.99,1.37
2021-01-25 23:00:00,2021-01-26 00:00:00,10169,Melton,,17.413,3.902,,166.982,2.338,197.69,1.16
2021-01-26 00:00:00,2021-01-26 01:00:00,10169,Melton,,,7.734,,200.264,1.292,203.65,0.69
2021-01-26 01:00:00,2021-01-26 02:00:00,10169,Melton,,15.25,5.476,,64.419,1.299,63.23,1.21
2021-01-26 02:00:00,2021-01-26 03:00:00,10169,Melton,,14.514,6.929,,164.801,1.161,165.74,0.38
2021-01-26 03:00:00,2021-01-26 04:00:00,10169,Melton,,13.441,6.422,,212.516,1.993,211.33,1.88
2021-01-26 04:00:00,2021-01-26 05:00:00,10169,Melton,,15.621,8.005,,224.686,3.117,226.68,2.71
2021-01-26 05:00:00,2021-01-26 06:00:00,10169,Melton,,18.61,1.48,,195.602,3.238,195.76,3.13
2021-01-26 06:00:00,2021-01-26 07:00:00,10169,Melton,,20.961,0.352,,199.396,3.311,199.75,3.22
2021-01-26 07:00:00,2021-01-26 08:00:00,10169,Melton,,24.209,4.359,,187.654,3.394,188.15,3.28
2021-01-26 08:00:00,2021-01-26 09:00:00,10169,Melton,,20.595,0.854,,179.087,3.638,179.3,3.52
2021-01-26 09:00:00,2021-01-26 10:00:00,10169,Melton,,17.058,0.125,,178.677,4.035,179.16,3.9
2021-01-26 10:00:00,2021-01-26 11:00:00,10169,Melton,,13.494,1.802,,185.429,4.583,186.12,4.44
2021-01-26 11:00:00,2021-01-26 12:00:00,10169,Melton,,12.57,-0.166,,192.35,4.822,193.1,4.66
2021-01-26 12:00:00,2021-01-26 13:00:00,10169,Melton,,12.259,0.524,,187.178,3.288,189.47,3.15
2021-01-26 13:00:00,2021-01-26 14:00:00,10169,Melton,,11.47,5.306,,177.523,3.661,178.12,3.51
2021-01-26 14:00:00,2021-01-26 15:00:00,10169,Melton,,11.865,-0.818,,175.947,3.962,176.48,3.8
2021-01-26 15:00:00,2021-01-26 16:00:00,10169,Melton,,12.15,1.143,,166.133,4.088,166.22,3.94
2021-01-26 16:00:00,2021-01-26 17:00:00,10169,Melton,,11.97,1.409,,166.61,4.817,166.9,4.66
2021-01-26 17:00:00,2021-01-26 18:00:00,10169,Melton,,12.11,2.259,,171.338,4.897,171.88,4.74
2021-01-26 18:00:00,2021-01-26 19:00:00,10169,Melton,,12.199,7.445,,167.325,4.952,167.64,4.81
2021-01-26 19:00:00,2021-01-26 20:00:00,10169,Melton,,10.834,7.222,,166.57,4.331,166.64,4.2
2021-01-26 20:00:00,2021-01-26 21:00:00,10169,Melton,,11.114,5.188,,183.844,3.758,184.79,3.63
2021-01-26 21:00:00,2021-01-26 22:00:00,10169,Melton,,12.301,-1.329,,186.643,3.902,187.23,3.79
2021-01-26 22:00:00,2021-01-26 23:00:00,10169,Melton,,12.342,5.887,,192.083,3.226,192.88,3.13
2021-01-26 23:00:00,2021-01-27 00:00:00,10169,Melton,,12.218,9.909,,185.869,3.11,185.96,3.01
2021-01-27 00:00:00,2021-01-27 01:00:00,10169,Melton,,,4.503,,171.417,3.844,172.05,3.74
2021-01-27 01:00:00,2021-01-27 02:00:00,10169,Melton,,13.695,7.864,,182.332,2.84,183.06,2.76
2021-01-27 02:00:00,2021-01-27 03:00:00,10169,Melton,,13.973,5.678,,180.762,2.239,181.33,2.17
2021-01-27 03:00:00,2021-01-27 04:00:00,10169,Melton,,14.163,3.867,,169.159,3.048,168.89,2.95
2021-01-27 04:00:00,2021-01-27 05:00:00,10169,Melton,,13.781,4.131,,170.266,2.5,168.31,2.42
2021-01-27 05:00:00,2021-01-27 06:00:00,10169,Melton,,13.2,6.414,,157.064,3.162,156.65,3.07
2021-01-27 06:00:00,2021-01-27 07:00:00,10169,Melton,,12.194,3.476,,145.331,3.303,145.21,3.24
2021-01-27 07:00:00,2021-01-27 08:00:00,10169,Melton,,12.963,4.336,,146.185,4.482,145.71,4.39
2021-01-27 08:00:00,2021-01-27 09:00:00,10169,Melton,,13.709,7.816,,151.47,4.997,150.12,4.82
2021-01-27 09:00:00,2021-01-27 10:00:00,10169,Melton,,14.434,6.065,,159.515,5.047,159.78,4.87
2021-01-27 10:00:00,2021-01-27 11:00:00,10169,Melton,,15.997,3.517,,163.236,4.664,162.69,4.41
2021-01-27 11:00:00,2021-01-27 12:00:00,10169,Melton,,17.541,4.099,,157.314,5.042,156.11,4.74
2021-01-27 12:00:00,2021-01-27 13:00:00,10169,Melton,,19.622,9.327,,163.678,4.351,162.99,4.12
2021-01-27 13:00:00,2021-01-27 14:00:00,10169,Melton,,23.7,5.875,,160.298,4.733,160.07,4.47
2021-01-27 14:00:00,2021-01-27 15:00:00,10169,Melton,,24.307,7.186,,164.703,4.977,164.34,4.76
2021-01-27 15:00:00,2021-01-27 16:00:00,10169,Melton,,23.425,3.387,,175.73,4.882,175.94,4.64
2021-01-27 16:00:00,2021-01-27 17:00:00,10169,Melton,,21.371,8.739,,176.744,4.906,176.58,4.67
2021-01-27 17:00:00,2021-01-27 18:00:00,10169,Melton,,22.172,3.536,,186.497,4.406,187.42,4.22
2021-01-27 18:00:00,2021-01-27 19:00:00,10169,Melton,,23.138,4.799,,170.768,5.075,167.51,4.79
2021-01-27 19:00:00,2021-01-27 20:00:00,10169,Melton,,21.272,6.291,,146.761,5.976,146.68,5.91
2021-01-27 20:00:00,2021-01-27 21:00:00,10169,Melton,,16.89,7.659,,150.75,4.695,149.91,4.63
2021-01-27 21:00:00,2021-01-27 22:00:00,10169,Melton,,13.02,3.663,,147.81,3.5,146.99,3.44
2021-01-27 22:00:00,2021-01-27 23:00:00,10169,Melton,,9.299,7.739,,155.796,3.007,155.28,2.97
2021-01-27 23:00:00,2021-01-28 00:00:00,10169,Melton,,8.316,7.098,,152.746,2.955,152.56,2.91
2021-01-28 00:00:00,2021-01-28 01:00:00,10169,Melton,,,0,,157.229,1.793,151,1.62
2021-01-28 01:00:00,2021-01-28 02:00:00,10169,Melton,,5.68,2.819,,209.881,0.941,211.36,0.88
2021-01-28 02:00:00,2021-01-28 03:00:00,10169,Melton,,5.338,4.144,,159.178,1.047,151.4,0.98
2021-01-28 03:00:00,2021-01-28 04:00:00,10169,Melton,,3.362,4.885,,272.965,0.829,277.73,0.74
2021-01-28 04:00:00,2021-01-28 05:00:00,10169,Melton,,0.359,0.951,,297.867,1.197,298.95,1.17
2021-01-28 05:00:00,2021-01-28 06:00:00,10169,Melton,,0.347,3.228,,303.38,1.29,303.41,1.27
2021-01-28 06:00:00,2021-01-28 07:00:00,10169,Melton,,1.364,1.639,,296.726,1.598,296.45,1.56
2021-01-28 07:00:00,2021-01-28 08:00:00,10169,Melton,,3.243,0.353,,275.749,1.651,277.1,1.54
2021-01-28 08:00:00,2021-01-28 09:00:00,10169,Melton,,5.483,2.936,,228.834,1.396,227.97,0.99
2021-01-28 09:00:00,2021-01-28 10:00:00,10169,Melton,,8.289,5.364,,182.904,2.181,171.91,1.48
2021-01-28 10:00:00,2021-01-28 11:00:00,10169,Melton,,10.572,1.412,,140.863,1.88,147.65,1.47
2021-01-28 11:00:00,2021-01-28 12:00:00,10169,Melton,,10.304,4.516,,125.924,1.336,103.39,0.88
2021-01-28 12:00:00,2021-01-28 13:00:00,10169,Melton,,9.851,7.938,,108.802,1.522,91.03,1.19
2021-01-28 13:00:00,2021-01-28 14:00:00,10169,Melton,,14.209,10.001,,108.596,2.709,105.94,2.49
2021-01-28 14:00:00,2021-01-28 15:00:00,10169,Melton,,17.355,14.439,,84.779,2.891,84.34,2.76
2021-01-28 15:00:00,2021-01-28 16:00:00,10169,Melton,,15.75,6.37,,88.751,3.397,88.16,3.25
2021-01-28 16:00:00,2021-01-28 17:00:00,10169,Melton,,20.8,6.61,,68.131,4.001,68.39,3.83
2021-01-28 17:00:00,2021-01-28 18:00:00,10169,Melton,,22.028,9.076,,60.819,4.282,60.7,4.09
2021-01-28 18:00:00,2021-01-28 19:00:00,10169,Melton,,22.017,7.505,,44.857,3.814,38.07,3.68
2021-01-28 19:00:00,2021-01-28 20:00:00,10169,Melton,,18.704,2.64,,69.651,3.08,68.46,2.98
2021-01-28 20:00:00,2021-01-28 21:00:00,10169,Melton,,14.89,5.384,,54.638,2.109,49.49,1.93
2021-01-28 21:00:00,2021-01-28 22:00:00,10169,Melton,,13.025,5.657,,201.956,1.862,357.32,1.78
2021-01-28 22:00:00,2021-01-28 23:00:00,10169,Melton,,10.786,8.732,,100.433,1.902,100.22,1.72
2021-01-28 23:00:00,2021-01-29 00:00:00,10169,Melton,,0.561,7.103,,122.623,2.2,122.55,2.11
2021-01-29 00:00:00,2021-01-29 01:00:00,10169,Melton,,,7.588,,94.361,2.574,93.85,2.52
2021-01-29 01:00:00,2021-01-29 02:00:00,10169,Melton,,5.177,1.778,,98.151,3.135,97.64,3.07
2021-01-29 02:00:00,2021-01-29 03:00:00,10169,Melton,,9.012,2.056,,72.556,3.3,70.27,3.13
2021-01-29 03:00:00,2021-01-29 04:00:00,10169,Melton,,9.237,1.96,,73.046,3.582,70.22,3.41
2021-01-29 04:00:00,2021-01-29 05:00:00,10169,Melton,,6.102,-1.858,,63.861,3.87,59.95,3.62
2021-01-29 05:00:00,2021-01-29 06:00:00,10169,Melton,,9.626,4.294,,43.953,4.518,41.62,4.36
2021-01-29 06:00:00,2021-01-29 07:00:00,10169,Melton,,8.534,4.328,,41.474,3.669,37.44,3.56
2021-01-29 07:00:00,2021-01-29 08:00:00,10169,Melton,,8.005,0.529,,49.351,3.367,47.68,3.25
2021-01-29 08:00:00,2021-01-29 09:00:00,10169,Melton,,7.743,4.11,,91.306,3.218,24.65,2.91
2021-01-29 09:00:00,2021-01-29 10:00:00,10169,Melton,,7.908,4.31,,133.133,2.456,19.7,2.04
2021-01-29 10:00:00,2021-01-29 11:00:00,10169,Melton,,5.894,1.16,,89.46,2.68,30.69,2.4
2021-01-29 11:00:00,2021-01-29 12:00:00,10169,Melton,,7.997,5.527,,50.515,2.499,36.9,2.37
2021-01-29 12:00:00,2021-01-29 13:00:00,10169,Melton,,10.402,-1.565,,79.258,4.301,12.01,4.19
2021-01-29 13:00:00,2021-01-29 14:00:00,10169,Melton,,9.771,1.017,,66.42,3.767,14.45,3.65
2021-01-29 14:00:00,2021-01-29 15:00:00,10169,Melton,,7.802,3.22,,90.559,3.357,22.93,3.12
2021-01-29 15:00:00,2021-01-29 16:00:00,10169,Melton,,9.044,0.296,,52.046,2.843,23.99,2.73
2021-01-29 16:00:00,2021-01-29 17:00:00,10169,Melton,,9.389,-2.14,,57.933,2.27,39.96,2.11
2021-01-29 17:00:00,2021-01-29 18:00:00,10169,Melton,,10.692,2.741,,241.839,2.843,352.76,2.73
2021-01-29 18:00:00,2021-01-29 19:00:00,10169,Melton,,11.228,0.287,,294.861,2.739,343.55,2.66
2021-01-29 19:00:00,2021-01-29 20:00:00,10169,Melton,,12.007,0.543,,269.608,2.126,349.18,2.06
2021-01-29 20:00:00,2021-01-29 21:00:00,10169,Melton,,13.12,6.54,,157.871,3.09,358.6,2.88
2021-01-29 21:00:00,2021-01-29 22:00:00,10169,Melton,,8.19,0.167,,115.308,1.619,44.82,0.61
2021-01-29 22:00:00,2021-01-29 23:00:00,10169,Melton,,19.666,1.277,,232.086,3.385,231.25,3.28
2021-01-29 23:00:00,2021-01-30 00:00:00,10169,Melton,,20.333,6.263,,260.032,2.818,258.83,2.7
2021-01-30 00:00:00,2021-01-30 01:00:00,10169,Melton,,,0.791,,266.301,2.873,266.24,2.79
2021-01-30 01:00:00,2021-01-30 02:00:00,10169,Melton,,21.909,3.384,,252.859,2.45,252.03,2.38
2021-01-30 02:00:00,2021-01-30 03:00:00,10169,Melton,,24.394,4.815,,258.428,2.85,258.45,2.76
2021-01-30 03:00:00,2021-01-30 04:00:00,10169,Melton,,24.459,3.06,,276.779,1.902,275.94,1.85
2021-01-30 04:00:00,2021-01-30 05:00:00,10169,Melton,,19.224,4.58,,268.92,1.006,271.58,0.94
2021-01-30 05:00:00,2021-01-30 06:00:00,10169,Melton,,12.501,5.332,,244.611,1.132,243.63,1.11
2021-01-30 06:00:00,2021-01-30 07:00:00,10169,Melton,,19.414,3.173,,259.07,1.996,259.94,1.93
2021-01-30 07:00:00,2021-01-30 08:00:00,10169,Melton,,22.148,1.026,,273.007,2.955,272.69,2.81
2021-01-30 08:00:00,2021-01-30 09:00:00,10169,Melton,,21.406,8.367,,247.536,3.639,247.46,3.49
2021-01-30 09:00:00,2021-01-30 10:00:00,10169,Melton,,19.413,11.389,,236.566,3.81,237.25,3.63
2021-01-30 10:00:00,2021-01-30 11:00:00,10169,Melton,,16.538,4.513,,230.277,3.36,230.44,3.25
2021-01-30 11:00:00,2021-01-30 12:00:00,10169,Melton,,16.39,0.854,,233.889,3.342,233.89,3.12
2021-01-30 12:00:00,2021-01-30 13:00:00,10169,Melton,,17.156,6.439,,224.061,4.279,224.05,4.08
2021-01-30 13:00:00,2021-01-30 14:00:00,10169,Melton,,17.708,4.241,,210.465,4.249,210.82,4.05
2021-01-30 14:00:00,2021-01-30 15:00:00,10169,Melton,,19.382,3.106,,162.65,4.372,161.71,4.02
2021-01-30 15:00:00,2021-01-30 16:00:00,10169,Melton,,18.003,6.482,,157.009,5.369,156.22,5.23
2021-01-30 16:00:00,2021-01-30 17:00:00,10169,Melton,,16.929,10.039,,165.34,5.134,165.02,4.99
2021-01-30 17:00:00,2021-01-30 18:00:00,10169,Melton,,16.57,10.256,,169.986,4.877,170.13,4.72
2021-01-30 18:00:00,2021-01-30 19:00:00,10169,Melton,,16.601,-0.898,,169.43,4.465,169.92,4.32
2021-01-30 19:00:00,2021-01-30 20:00:00,10169,Melton,,17.14,1.642,,173.628,4.328,173.84,4.2
2021-01-30 20:00:00,2021-01-30 21:00:00,10169,Melton,,17.163,5.256,,174.881,3.617,175.43,3.53
2021-01-30 21:00:00,2021-01-30 22:00:00,10169,Melton,,16.386,1.071,,167.589,2.843,167.7,2.74
2021-01-30 22:00:00,2021-01-30 23:00:00,10169,Melton,,16.358,5.228,,173.729,2.253,173.67,2.18
2021-01-30 23:00:00,2021-01-31 00:00:00,10169,Melton,,16.153,3.046,,184.119,2.067,184.37,2
2021-01-31 00:00:00,2021-01-31 01:00:00,10169,Melton,,,2.465,,190.405,2.33,190.94,2.26
2021-01-31 01:00:00,2021-01-31 02:00:00,10169,Melton,,16.122,2.867,,189.531,2.148,190.2,2.09
2021-01-31 02:00:00,2021-01-31 03:00:00,10169,Melton,,16.706,3.915,,185.611,2.066,185.81,2
2021-01-31 03:00:00,2021-01-31 04:00:00,10169,Melton,,16.034,1.24,,178.328,1.45,177.21,1.4
2021-01-31 04:00:00,2021-01-31 05:00:00,10169,Melton,,13.727,3.452,,193.776,1.501,192.55,1.42
2021-01-31 05:00:00,2021-01-31 06:00:00,10169,Melton,,12.835,7.654,,190.397,1.449,189.23,1.38
2021-01-31 06:00:00,2021-01-31 07:00:00,10169,Melton,,11.838,6.312,,192.622,1.629,193.23,1.58
2021-01-31 07:00:00,2021-01-31 08:00:00,10169,Melton,,14.263,3.381,,182.333,2.172,182.54,2.1
2021-01-31 08:00:00,2021-01-31 09:00:00,10169,Melton,,16.45,,,164.484,2.879,164.15,2.78
2021-01-31 09:00:00,2021-01-31 10:00:00,10169,Melton,,17.088,,,157.446,3.027,156.69,2.92
2021-01-31 10:00:00,2021-01-31 11:00:00,10169,Melton,,17.948,5.232,,159.976,3.207,159.81,2.99
2021-01-31 11:00:00,2021-01-31 12:00:00,10169,Melton,,18.145,10.677,,161.529,3.943,161.05,3.73
2021-01-31 12:00:00,2021-01-31 13:00:00,10169,Melton,,20.958,8.203,,155.212,4.1,153.61,3.76
2021-01-31 13:00:00,2021-01-31 14:00:00,10169,Melton,,22.569,0.948,,156.302,3.803,157.46,3.5
2021-01-31 14:00:00,2021-01-31 15:00:00,10169,Melton,,23.687,6.078,,166.913,3.579,165.38,3.3
2021-01-31 15:00:00,2021-01-31 16:00:00,10169,Melton,,23.152,4.092,,160.59,4.218,159.93,3.92
2021-01-31 16:00:00,2021-01-31 17:00:00,10169,Melton,,21.432,2.331,,166.602,4.524,166.7,4.25
2021-01-31 17:00:00,2021-01-31 18:00:00,10169,Melton,,19.616,4.611,,167.72,4.323,167.51,4.15
2021-01-31 18:00:00,2021-01-31 19:00:00,10169,Melton,,18.557,1.59,,159.34,4.292,158.66,4.18
2021-01-31 19:00:00,2021-01-31 20:00:00,10169,Melton,,16.62,1.708,,167.759,3.005,165.3,2.87
2021-01-31 20:00:00,2021-01-31 21:00:00,10169,Melton,,13.598,5.029,,203.517,1.77,203.62,1.71
2021-01-31 21:00:00,2021-01-31 22:00:00,10169,Melton,,11.195,0.334,,204.111,1.551,202.39,1.48
2021-01-31 22:00:00,2021-01-31 23:00:00,10169,Melton,,8.768,3.206,,257.65,1.087,264.52,0.72
2021-01-31 23:00:00,2021-02-01 00:00:00,10169,Melton,,5.838,4.303,,305.342,1.668,313.71,1.57
2021-02-01 00:00:00,2021-02-01 01:00:00,10169,Melton,,,-3.701,,311.753,1.572,312.29,1.56
2021-02-01 01:00:00,2021-02-01 02:00:00,10169,Melton,,4.424,4.738,,306.819,1.463,307.66,1.45
2021-02-01 02:00:00,2021-02-01 03:00:00,10169,Melton,,4.127,1.255,,302.259,1.63,302.31,1.6
2021-02-01 03:00:00,2021-02-01 04:00:00,10169,Melton,,3.162,3.727,,313.536,1.609,313.87,1.57
2021-02-01 04:00:00,2021-02-01 05:00:00,10169,Melton,,1.25,2.149,,309.441,1.577,309.01,1.54
2021-02-01 05:00:00,2021-02-01 06:00:00,10169,Melton,,0.402,1.901,,251.998,1.19,340.55,1.09
2021-02-01 06:00:00,2021-02-01 07:00:00,10169,Melton,,0.903,1.39,,268.99,1.037,320.73,0.81
2021-02-01 07:00:00,2021-02-01 08:00:00,10169,Melton,,2.396,6.166,,263.436,0.621,280.24,0.47
2021-02-01 08:00:00,2021-02-01 09:00:00,10169,Melton,,3.049,3.288,,227.829,1.066,225.69,0.96
2021-02-01 09:00:00,2021-02-01 10:00:00,10169,Melton,,5.579,7.726,,250.183,1.338,244.33,1.16
2021-02-01 10:00:00,2021-02-01 11:00:00,10169,Melton,,9.379,7.132,,204.55,1.897,208.81,1.79
2021-02-01 11:00:00,2021-02-01 12:00:00,10169,Melton,,13.344,8.006,,190.344,1.526,192.18,1.41
2021-02-01 12:00:00,2021-02-01 13:00:00,10169,Melton,,16.921,4.251,,194.373,3.106,195,2.96
2021-02-01 13:00:00,2021-02-01 14:00:00,10169,Melton,,18.956,13.86,,163.577,3.591,164.23,3.08
2021-02-01 14:00:00,2021-02-01 15:00:00,10169,Melton,,21.67,4.929,,180.376,4.373,180.11,4.16
2021-02-01 15:00:00,2021-02-01 16:00:00,10169,Melton,,21.87,13.977,,164.839,4.717,165.54,4.49
2021-02-01 16:00:00,2021-02-01 17:00:00,10169,Melton,,20.976,3.109,,163.967,4.668,163.4,4.52
2021-02-01 17:00:00,2021-02-01 18:00:00,10169,Melton,,18.566,11.767,,173.572,3.937,174.3,3.77
2021-02-01 18:00:00,2021-02-01 19:00:00,10169,Melton,,16.231,-1.381,,177.811,3.72,178.24,3.58
2021-02-01 19:00:00,2021-02-01 20:00:00,10169,Melton,,14.444,4.142,,175.191,3.757,175.91,3.65
2021-02-01 20:00:00,2021-02-01 21:00:00,10169,Melton,,13.668,1.991,,177.991,4.256,179.24,4.13
2021-02-01 21:00:00,2021-02-01 22:00:00,10169,Melton,,13.594,4.214,,187.402,3.792,188.31,3.67
2021-02-01 22:00:00,2021-02-01 23:00:00,10169,Melton,,12.273,4.767,,200.195,2.678,200.26,2.39
2021-02-01 23:00:00,2021-02-02 00:00:00,10169,Melton,,9.63,-0.293,,236.034,2.018,235.8,1.97
2021-02-02 00:00:00,2021-02-02 01:00:00,10169,Melton,,,1.737,,249.208,1.695,246.46,1.62
2021-02-02 01:00:00,2021-02-02 02:00:00,10169,Melton,,9.118,4.256,,286.241,1.555,283.78,1.43
2021-02-02 02:00:00,2021-02-02 03:00:00,10169,Melton,,8.848,-1.024,,291.401,1.53,291.9,1.48
2021-02-02 03:00:00,2021-02-02 04:00:00,10169,Melton,,5.996,3.572,,290.024,2.049,289.58,2
2021-02-02 04:00:00,2021-02-02 05:00:00,10169,Melton,,8.095,2.051,,272.989,2.445,271.96,2.33
2021-02-02 05:00:00,2021-02-02 06:00:00,10169,Melton,,9.083,4.075,,241.583,2.832,241.85,2.72
2021-02-02 06:00:00,2021-02-02 07:00:00,10169,Melton,,9.637,4.031,,212.917,3.288,212.78,3.22
2021-02-02 07:00:00,2021-02-02 08:00:00,10169,Melton,,9.814,1.139,,206.422,4.165,206.88,4.03
2021-02-02 08:00:00,2021-02-02 09:00:00,10169,Melton,,12.8,5.439,,205.118,4.718,204.96,4.52
2021-02-02 09:00:00,2021-02-02 10:00:00,10169,Melton,,14.558,0.66,,200.447,4.029,202.12,3.87
2021-02-02 10:00:00,2021-02-02 11:00:00,10169,Melton,,14.922,7.939,,191.898,4.092,192.87,3.89
2021-02-02 11:00:00,2021-02-02 12:00:00,10169,Melton,,17.098,-0.843,,191.094,4.965,193.31,4.77
2021-02-02 12:00:00,2021-02-02 13:00:00,10169,Melton,16.858,16.479,11.173,14.029,172.133,4.889,172.11,4.67
2021-02-02 13:00:00,2021-02-02 14:00:00,10169,Melton,17.19,16.118,5.426,14.591,172.462,5.051,172.93,4.86
2021-02-02 14:00:00,2021-02-02 15:00:00,10169,Melton,17.485,15.95,5.696,14.959,172.001,5.038,172.15,4.84
2021-02-02 15:00:00,2021-02-02 16:00:00,10169,Melton,17.823,15.753,5.507,14.114,167.888,5.646,167.02,5.35
2021-02-02 16:00:00,2021-02-02 17:00:00,10169,Melton,17.121,16.229,9.257,14.364,179.091,5.458,179.99,5.27
2021-02-02 17:00:00,2021-02-02 18:00:00,10169,Melton,16.048,14.642,7.739,15.095,181.748,4.877,182.34,4.7
2021-02-02 18:00:00,2021-02-02 19:00:00,10169,Melton,15.592,14.176,3.207,14.281,175.532,3.988,176.65,3.86
2021-02-02 19:00:00,2021-02-02 20:00:00,10169,Melton,15.314,13.835,3.607,13.876,181.837,3.518,182.83,3.39
2021-02-02 20:00:00,2021-02-02 21:00:00,10169,Melton,14.682,13.152,6.303,15.117,173.57,3.111,174.99,3
2021-02-02 21:00:00,2021-02-02 22:00:00,10169,Melton,14.601,12.783,3.988,15.671,177.181,2.956,178.51,2.84
2021-02-02 22:00:00,2021-02-02 23:00:00,10169,Melton,14.388,12.803,1.759,16.538,175.141,3.215,176.92,3.08
2021-02-02 23:00:00,2021-02-03 00:00:00,10169,Melton,13.875,12.842,4.795,21.926,186.28,2.935,188.54,2.71
2021-02-03 00:00:00,2021-02-03 01:00:00,10169,Melton,13.175,,2.699,14.983,190.171,2.51,193.4,2.41
2021-02-03 01:00:00,2021-02-03 02:00:00,10169,Melton,13.396,11.652,0.066,14.836,202.743,1.327,202.67,1.27
2021-02-03 02:00:00,2021-02-03 03:00:00,10169,Melton,13.297,11.257,1.756,12.261,200.688,2.357,201.24,2.3
2021-02-03 03:00:00,2021-02-03 04:00:00,10169,Melton,13.367,11.192,1.285,14.119,186.111,1.503,189.72,1.4
2021-02-03 04:00:00,2021-02-03 05:00:00,10169,Melton,13.28,10.173,1.582,16.92,189.947,1.094,175.85,0.9
2021-02-03 05:00:00,2021-02-03 06:00:00,10169,Melton,12.625,6.384,2.205,19.774,163.518,1.166,116.45,0.81
2021-02-03 06:00:00,2021-02-03 07:00:00,10169,Melton,12.724,5.075,1.293,23.483,170.882,0.807,158.01,0.67
2021-02-03 07:00:00,2021-02-03 08:00:00,10169,Melton,13.856,8.364,3.553,14.734,189.47,1.989,189.21,1.91
2021-02-03 08:00:00,2021-02-03 09:00:00,10169,Melton,15.368,11.526,4.677,16.693,182.407,2.812,182.8,2.62
2021-02-03 09:00:00,2021-02-03 10:00:00,10169,Melton,17.103,14.238,4.738,17.067,167.879,3.513,167.13,3.26
2021-02-03 10:00:00,2021-02-03 11:00:00,10169,Melton,18.484,16.944,3.293,17.806,150.476,3.753,149.7,3.48
2021-02-03 11:00:00,2021-02-03 12:00:00,10169,Melton,19.061,17.687,9.098,16.51,148.403,3.627,146.92,3.38
2021-02-03 12:00:00,2021-02-03 13:00:00,10169,Melton,20.019,19.453,10.884,18.808,162.279,3.388,162.62,3.05
2021-02-03 13:00:00,2021-02-03 14:00:00,10169,Melton,21.251,22.145,14.303,18.221,151.958,3.524,151.33,3.28
2021-02-03 14:00:00,2021-02-03 15:00:00,10169,Melton,22.036,25.164,14.867,18.696,169.676,3.721,167.69,3.45
2021-02-03 15:00:00,2021-02-03 16:00:00,10169,Melton,22.272,26.551,9.963,15.196,157.759,4.52,158.4,4.31
2021-02-03 16:00:00,2021-02-03 17:00:00,10169,Melton,22.49,26.853,11.672,15.445,168.467,4.075,168.16,3.89
2021-02-03 17:00:00,2021-02-03 18:00:00,10169,Melton,22.306,26.803,4.599,16.464,178.47,4.073,177.9,3.83
2021-02-03 18:00:00,2021-02-03 19:00:00,10169,Melton,21.567,22.881,8.905,12.566,175.898,3.776,174.66,3.54
2021-02-03 19:00:00,2021-02-03 20:00:00,10169,Melton,19.697,18.288,6.502,9.897,155.673,3.003,154.29,2.93
2021-02-03 20:00:00,2021-02-03 21:00:00,10169,Melton,18.492,15.932,6.302,9.35,161.406,2.658,160.84,2.62
2021-02-03 21:00:00,2021-02-03 22:00:00,10169,Melton,17.27,14.139,5.425,11.059,178.078,1.805,175.25,1.69
2021-02-03 22:00:00,2021-02-03 23:00:00,10169,Melton,15.928,10.578,0.869,16.555,222.371,1.164,223.05,1.02
2021-02-03 23:00:00,2021-02-04 00:00:00,10169,Melton,14.511,5.188,6.183,10.979,245.985,0.818,244.53,0.72
2021-02-04 00:00:00,2021-02-04 01:00:00,10169,Melton,13.424,,6.509,20.721,287.411,1.203,292.39,1.08
2021-02-04 01:00:00,2021-02-04 02:00:00,10169,Melton,12.972,3.059,4.426,11.49,294.758,1.642,294.94,1.59
2021-02-04 02:00:00,2021-02-04 03:00:00,10169,Melton,12.371,1.805,3.12,6.398,310.346,1.271,310.38,1.26
2021-02-04 03:00:00,2021-02-04 04:00:00,10169,Melton,11.917,1.499,2.045,6.205,304.1,1.269,303.18,1.21
2021-02-04 04:00:00,2021-02-04 05:00:00,10169,Melton,11.389,0.315,3.982,6.154,314.511,1.156,313.91,1.13
